作品ID,作品名,人物ID
54434,来り人の地位と職業,1344
54440,『切支丹と旧エタ』について,1344
49807,くぐつ名義考,1344
49808,国栖の名義,1344
49804,「ケット」と「マット」,1344
49810,時勢と道徳観念,1344
53101,春雪の出羽路の三日,1344
49812,炭焼長者譚,1344
54855,賤民概説,1344
54856,俗法師考,1344
49814,憑き物系統に関する民族的研究,1344
49815,手長と足長,1344
49816,道鏡皇胤論について,1344
54438,「特殊部落研究号」発行の辞,1344
54857,特殊部落ということについて,1344
54439,「特殊部落」と云う名称について,1344
54432,特殊部落と細民部落・密集部落,1344
54430,特殊部落と通婚問題,1344
54427,特殊部落の成立沿革を略叙してその解放に及ぶ,1344
49818,人身御供と人柱,1344
54442,編輯雑感,1344
54858,放免考,1344
49819,法隆寺再建非再建論の回顧,1344
49803,「日本民族」とは何ぞや,1344
54859,融和促進,1344
54860,融和問題に関する歴史的考察,1344
54862,濫僧考補遺,1344
54861,濫僧考,1344
55832,或る別れ,1751
45791,〔翻訳〕ステファヌ・マラルメ,1095
54978,味を知るもの鮮し,1403
54940,鮎ははらわた,1403
54941,鮎を食う,1403
54942,洗いづくりの美味さ,1403
54943,洗いづくりの世界,1403
54945,生き烏賊白味噌漬け,1403
55055,一茶の書,1403
49958,いなせな縞の初鰹,1403
49960,梅にうぐいす,1403
49964,衰えてきた日本料理は救わねばならぬ,1403
55070,織部という陶器,1403
54947,夏日小味,1403
54962,家庭料理の話,1403
55071,窯を築いて知り得たこと,1403
55106,河井寛次郎近作展の感想,1403
55107,河井寛次郎氏の個展を観る,1403
49965,感想,1403
50016,カンナとオンナ,1403
49970,近作鉢の会に一言,1403
55073,芸美革新,1403
49972,弦斎の鮎,1403
55072,乾山の陶器,1403
49973,現代茶人批判,1403
55074,古唐津,1403
55075,古九谷観,1403
54963,小ざかな干物の味,1403
49976,古陶磁の価値,1403
54964,琥珀揚げ,1403
54967,西園寺公の食道楽,1403
54968,三州仕立て小蕪汁,1403
49981,小生のあけくれ,1403
54979,食器は料理のきもの,1403
54950,序に代えて,1403
49982,素人製陶本窯を築くべからず,1403
49983,尋常一様,1403
49984,世界の「料理王逝く」ということから,1403
55078,瀬戸黒の話,1403
55077,瀬戸・美濃瀬戸発掘雑感,1403
55079,魂を刳る美,1403
50293,茶美生活,1403
50017,デンマークのビール,1403
54953,東京で自慢の鮑,1403
55081,陶芸家を志す者のために,1403
55082,なぜ作陶を志したか,1403
49987,伝不習乎,1403
55083,日本のやきもの,1403
54980,日本料理の要点,1403
50018,ハワイの食用蛙,1403
54981,美食多産期の腹構え,1403
54982,美食と人生,1403
55084,備前焼,1403
50002,筆にも口にもつくす,1403
50004,鮪を食う話,1403
54983,味覚の美と芸術の美,1403
54984,道は次第に狭し,1403
54985,持ち味を生かす,1403
51159,湯豆腐のやり方,1403
54954,洛北深泥池の蓴菜,1403
50294,良寛様の書,1403
54986,料理一夕話,1403
50007,料理芝居,1403
54987,料理する心,1403
55085,料理と器物,1403
50008,料理と食器,1403
54988,料理の秘訣,1403
54989,料理の妙味,1403
54990,料理は道理を料るもの,1403
54991,料理も創作である,1403
50012,若鮎について,1403
54955,若鮎の気品を食う,1403
54956,若狭春鯖のなれずし,1403
55086,私の作陶体験は先人をかく観る,1403
55087,私の陶器製作について,1403
56576,愛の詩集,106
55755,浅草哀歌,106
53187,海阪,106
55766,影,106
55756,風見,106
53242,観相の秋,106
57974,観想の時,106
56563,木曾川,106
56858,雲母集,106
56857,桐の花,106
52301,黒檜,106
54191,文庫版「芸術の円光」覚書,106
2424,書斎と星,106
56910,白南風,106
52391,白南風,106
55767,真実,106
50900,真珠抄,106
52370,新頌,106
47048,神童の死,106
2409,新橋,106
4986,水郷柳河,106
52390,雀の卵,106
57905,全都覚醒賦,106
52361,第二海豹と雲,106
55747,第二真珠抄,106
53482,篁,106
54253,竹林生活,106
55768,疲レ,106
55757,庭園の雨,106
55769,夏,106
3620,香ひの狩猟者,106
4639,日本ライン,106
55610,「白秋詩集」序,106
55611,「白秋詩集」第一巻解題,106
55620,「白秋詩集」第二巻解題,106
4631,白帝城,106
49618,畑の祭,106
55770,光ノミ,106
55758,蟇,106
53049,風隠集,106
53493,フレップ・トリップ,106
52393,文庫版『雀の卵』覚書,106
52296,蜜柑山散策,106
55752,緑の種子,106
48196,孟宗と七面鳥,106
55773,「雪と花火」献辞,106
55753,雪と花火余言,106
52958,夢殿,106
55612,「わすれなぐさ」はしがき,106
49241,鬼無菊,1357
49242,頭上の響,1357
49243,千ヶ寺詣,1357
49244,闥の響,1357
43504,哀詞序,157
46580,「油地獄」を読む,157
46582,一種の攘夷思想,157
46549,一夕観,157
46581,「歌念仏」を読みて,157
45237,厭世詩家と女性,157
45238,各人心宮内の秘宮,157
45379,客居偶録,157
46548,「桂川」（吊歌）を評して情死に及ぶ,157
43484,頑執妄排の弊,157
45474,鬼心非鬼心,157
2425,北村透谷詩集,157
45970,「伽羅枕」及び「新葉末集」,157
46550,劇詩の前途如何,157
43440,国民と思想,157
46583,最後の勝利者は誰ぞ,157
43454,山庵雑記,157
46551,思想の聖殿,157
43441,実行的道徳,157
45239,秋窓雑記,157
45240,主のつとめ,157
46554,情熱,157
45242,心機妙変を論ず,157
43455,人生に相渉るとは何の謂ぞ,157
43485,人生の意義,157
45969,粋を論じて「伽羅枕」に及ぶ,157
43486,賤事業弁,157
43483,想断々（２）,157
43482,想断々（１）,157
834,楚囚之詩,157
45243,他界に対する観念,157
46552,兆民居士安くにかある,157
45396,「罪と罰」の殺人罪,157
43442,徳川氏時代の平民的理想,157
46584,トルストイ伯,157
43443,内部生命論,157
43487,熱意,157
46553,万物の声と詩人,157
43488,富嶽の詩神を思ふ,157
43444,復讐・戦争・自殺,157
43456,「平和」発行之辞,157
46585,松島に於て芭蕉翁を読む,157
43489,漫言一則,157
46555,漫罵,157
45475,三日幻境,157
43445,明治文学管見,157
43505,我牢獄,157
52207,癖,1537
52465,「明治のおもかげ」序にかえて,1537
43238,幸徳秋水と僕,525
42765,鉱毒飛沫,525
43025,佐野だより,525
43239,自由の使徒・島田三郎,525
42766,政治の破産者・田中正造,525
43026,雪中の日光より,525
43240,大野人,525
43241,鉄窓の歌,525
3507,火の柱,525
4663,海郷風物記,120
1396,北原白秋氏の肖像,120
4702,京阪聞見録,120
46889,市街を散歩する人の心持,120
1392,少年の死,120
1393,すかんぽ,120
626,南蛮寺門前,120
1394,パンの会の回想,120
1395,本の装釘,120
4703,山陰の風景,526
43469,世界怪談名作集,114
1400,故郷を想う,252
1397,荷,252
4705,尹主事,252
46829,瘠我慢の説,1207
46458,太陽系統の滅亡,1243
47594,「いろは」の五色ガラスについて,1312
47595,鏑木さん雑感,1312
47596,岸田劉生の日本画,1312
47597,銀座の柳,1312
47644,小杉放庵,1312
47708,数寄屋橋夜景,1312
47709,洲崎の印象,1312
47710,立見の金網について,1312
47730,花火の夢,1312
47731,刎橋の受け台について,1312
49300,役者の顔,1312
47732,柳橋考,1312
47733,浴衣,1312
47734,浴衣小感,1312
47735,吉原ハネ橋考,1312
47736,両国界隈,1312
47603,両国今昔,1312
47737,両国橋の欄干,1312
47738,私のこと,1312
58055,雲南守備兵,1894
54100,落葉,1643
54101,極めて家庭的に,1643
54102,洗濯デー,1643
54103,兄ちゃん,1643
54104,メーデーを待つ,1643
48216,海島冒険奇譚　海底軍艦,1327
49853,愛ちやんの夢物語,1393
3612,言いたい事と言わねばならない事と,535
43778,科学的新聞記者,535
4622,正義の国と人生,535
43779,煎じ詰めれば,535
4999,世界怪談名作集,1078
1401,近時政論考,253
4399,外来語所感,65
4400,かれいの贈物,65
4403,小唄のレコード,65
4404,伝統と進取,65
4967,落ちてゆく世界,1052
4964,入梅,1052
4968,灰色の記憶,1052
4969,華々しき瞬間,1052
51493,詩人といふ者,1516
51451,ひとつの道,1516
57499,雪,1866
2074,フロルスと賊と,367
33207,赤い玉,329
33208,安達が原,329
43457,一寸法師,329
43458,一本のわら,329
18384,牛若と弁慶,329
43459,瓜子姫子,329
18339,大江山,329
18387,和尚さんと小僧,329
18389,鬼六,329
33209,雷のさずけもの,329
49434,神田界隈,329
18386,葛の葉狐,329
18379,くらげのお使い,329
43461,瘤とり,329
33210,白い鳥,329
18385,殺生石,329
2225,祖母,329
3389,たにしの出世,329
18382,田村将軍,329
18338,田原藤太,329
33211,忠義な犬,329
18388,長い名,329
18342,鵺,329
18380,猫の草紙,329
43288,はじめに,329
18341,八幡太郎,329
3391,花咲かじじい,329
33212,春山秋山,329
33213,人馬,329
18336,文福茶がま,329
33214,松山鏡,329
33215,三輪の麻糸,329
18390,物のいわれ,329
43462,山姥の話,329
33216,夢占,329
18381,夢殿,329
18340,羅生門,329
47513,歌麿懺悔,1261
46687,おせん,1261
47516,曲亭馬琴,1261
47412,赤い手,255
47242,赤げっと　支那あちこち,255
43584,赤格子九郎右衛門,255
43765,赤格子九郎右衛門の娘,255
47209,赤坂城の謀略,255
45546,あさひの鎧,255
43766,鴉片を喫む美少年,255
43585,天草四郎の妖術,255
43566,怪しの者,255
43557,怪しの館,255
43558,一枚絵の女,255
43559,犬神娘,255
47243,印象に残った新作家,255
47244,印度の詩人,255
43767,鸚鵡蔵代首伝説,255
43659,大鵬のゆくえ,255
43721,大捕物仙人壺,255
47414,奥さんの家出,255
43621,十二神貝十郎手柄話,255
47245,思ったままを！,255
47415,温室の恋,255
47210,隠亡堀,255
43560,開運の鼓,255
43586,鵞湖仙人,255
43768,仇討姉妹笠,255
43622,加利福尼亜の宝島,255
43744,弓道中祖伝,255
43769,銀三十枚,255
47247,愚言二十七箇条,255
47246,孔雀の樹に就いて,255
43587,首頂戴,255
43745,戯作者,255
45339,剣侠,255
43066,甲州鎮撫隊,255
43770,郷介法師,255
59176,愛と月の犬,1834
59178,いえ、いえ、ラゴーフにはもう！,1834
58029,犬酸漿,1834
57859,怪奇小説の執筆についての覚書,1834
57858,狂気の山脈にて,1834
59407,絞首刑,1834
59409,最愛の君,1834
57342,時間からの影,1834
59408,詩とマイクロホン,1834
59177,親友たち,1834
58064,千里眼の村,1834
59517,象を撃つ,1834
57340,チカモーガ,1834
57254,チャールズ・デクスター・ウォードの事件,1834
58701,盗聴者,1834
57396,ドラムガニョールの白い猫,1834
58703,日本の全ての方々へ,1834
57341,ピックマンのモデル,1834
57401,羊飼いハイタ,1834
59406,ファシズムとは何か,1834
57474,魔女の家で見た夢,1834
58700,門にて,1834
57255,闇をさまようもの,1834
57998,夕映えのむこうの国,1834
58275,夢日記,1834
58702,四風の街,1834
43660,紅白縮緬組,255
46450,五右衛門と新左,255
47248,小酒井さんのことども,255
47241,小酒井不木氏スケッチ,255
47249,小酒井不木氏の思い出,255
47250,今昔茶話,255
47252,雑草一束,255
45269,沙漠の古都,255
47423,さまよう町のさまよう家のさまよう人々,255
43561,猿ヶ京片耳伝説,255
43661,三甚内,255
47253,支那の思出,255
47425,死の復讐,255
47254,社会主義者に非ず,255
43746,正雪の遺書,255
3042,神秘昆虫館,255
43567,生死卍巴,255
43771,善悪両面鼠小僧,255
43747,前記天満焼,255
47256,全体主義,255
47257,前兆？,255
1404,高島異誌,255
43588,稚子法師,255
43748,血ぬられた懐刀,255
45211,血曼陀羅紙帳武士,255
47055,蔦葛木曽棧,255
1405,天主閣の音,255
47263,独逸の範とすべき点,255
43662,銅銭会事変,255
47264,名古屋の小酒井不木氏,255
43722,南蛮秘話森右近丸,255
47265,日本上古の硬外交,255
47266,日本探偵小説界寸評,255
47267,半七雑感,255
47268,秀吉・家康二英雄の対南洋外交,255
47431,人を呪わば,255
43772,二人町奴,255
43562,日置流系図,255
43563,北斎と幽霊,255
47280,マイクロフォン,255
47278,マイクロフォン,255
47277,マイクロフォン,255
47279,マイクロフォン,255
47281,マイクロフォン,255
47275,マイクロフォン,255
47276,マイクロフォン,255
47274,マイクロフォン,255
47282,マイクロフォン―雑感―,255
882,アッシャー家の崩壊,95
2523,ウィリアム・ウィルスン,95
1871,落穴と振子,95
530,黒猫,95
2525,黄金虫,95
33205,ジーキル博士とハイド氏の怪事件,95
47283,マイクロフォン―八月増刊『陰獣』を中心にして―,255
33206,宝島,95
43702,二都物語,95
42338,盗まれた手紙,95
2526,早すぎる埋葬,95
4261,マリー・ロジェエの怪事件,95
2524,メールストロムの旋渦,95
605,モルグ街の殺人事件,95
48278,真間の手古奈,255
43773,岷山の隠士,255
45395,娘煙術師,255
43774,村井長庵記名の傘,255
44426,名人地獄,255
